"latest_gdp_vintage","observations_in_common","first_common_quarter","last_common_quarter","correlation","mean_probability_revision","mean_absolute_probability_revision","root_mean_squared_probability_revision","maximum_absolute_probability_revision","maximum_revision_quarter","latest_probability_at_maximum_revision","real_time_probability_at_maximum_revision"
2026-05-13,47,"2014-Q3","2026-Q1",0.986679890174115,-0.00137092858805871,0.0155540005522033,0.0352193279788767,0.185249858073409,"2020-Q1",0.686646367342603,0.871896225416012
