"quarter","latest_vintage_date","gdp_growth_latest","recession_latest","ciss_latest","pmi_latest","ciss_last_date_latest","pmi_last_release_date_latest","pmi_months_available_latest","prob_recession_latest","lower_95_latest","upper_95_latest","real_time_vintage_date","real_time_release_round","days_after_quarter_end","gdp_growth_real_time","recession_real_time","ciss_real_time","pmi_real_time","ciss_last_date_real_time","pmi_last_release_date_real_time","pmi_months_available_real_time","training_observations_real_time","training_recessions_real_time","prob_recession_real_time","lower_95_real_time","upper_95_real_time","growth_revision","classification_revised","probability_revision","absolute_probability_revision"
"2018-Q1",2026-05-13,0.0409127033575984,0,0.0145863623524315,57.0333333333333,2018-03-30,2018-03-26,3,0.00284541355219232,7.15694495697805e-05,0.014574107007718,2018-05-02,1,32,0.415132402969198,0,0.0145863623524315,57.0333333333333,2018-03-30,2018-03-26,3,78,9,0.00125297629002773,3.76739608128146e-06,0.00712596810589626,-0.3742196996116,FALSE,0.00159243726216459,0.00159243726216459
"2018-Q2",2026-05-13,0.511935479532455,0,0.0306091998780336,54.7,2018-06-29,2018-06-26,3,0.0081064638146622,0.000545567963932113,0.0301563995587735,2018-07-31,1,31,0.345810840661653,0,0.0306091998780336,54.7,2018-06-29,2018-06-26,3,79,9,0.00473526635288527,7.8124606313419e-05,0.0221314813739743,0.166124638870802,FALSE,0.00337119746177693,0.00337119746177693
"2018-Q3",2026-05-13,0.0768201563595916,0,0.019197643504814,54.3,2018-09-28,2018-09-26,3,0.00974186209404566,0.000751914650822896,0.0331969234145385,2018-10-30,1,30,0.155035219306798,0,0.019197643504814,54.3,2018-09-28,2018-09-26,3,80,10,0.00312966367932412,2.50408781403157e-05,0.0183478295394012,-0.0782150629472067,FALSE,0.00661219841472155,0.00661219841472155
"2018-Q4",2026-05-13,0.541002191115769,0,0.124687573670441,52.3,2018-12-31,2018-12-26,3,0.0266673081444369,0.00456050391572027,0.0713027054657334,2019-01-11,1,11,0.223665793251948,0,0.124687573670441,52.3,2018-12-31,2018-12-26,3,81,9,0.021860030241906,0.00157327168214006,0.0724875393806867,0.317336397863821,FALSE,0.0048072779025309,0.0048072779025309
"2019-Q1",2026-05-13,0.721903869166884,0,0.0959534018788262,51.5,2019-03-29,2019-03-26,3,0.0392449304449139,0.00860816868314077,0.0951587074028321,2019-04-30,1,30,0.379021793109668,0,0.0959534018788262,51.5,2019-03-29,2019-03-26,3,82,10,0.0263145348670533,0.00189902914700427,0.0964426954656194,0.342882076057216,FALSE,0.0129303955778606,0.0129303955778606
"2019-Q2",2026-05-13,0.361133978430539,0,0.0465073686265079,51.8333333333333,2019-06-28,2019-06-26,3,0.0328620677900777,0.00588865582689027,0.0874605393086854,2019-07-31,1,31,0.201955271487564,0,0.0465073686265079,51.8333333333333,2019-06-28,2019-06-26,3,83,10,0.016386706704233,0.000823207781819398,0.0683133281639915,0.159178706942975,FALSE,0.0164753610858447,0.0164753610858447
"2019-Q3",2026-05-13,0.188424563355749,0,0.0792486793602793,51.1666666666667,2019-09-30,2019-09-26,3,0.0462847356293604,0.0104960803534078,0.11172963484203,2019-10-31,1,31,0.187312709607412,0,0.0792486793602793,51.1666666666667,2019-09-30,2019-09-26,3,84,9,0.0419122770073625,0.00437020953348691,0.128022990086856,0.00111185374833678,FALSE,0.00437245862199787,0.00437245862199787
"2019-Q4",2026-05-13,-0.103895401027032,0,0.046583504402364,50.7,2019-12-31,2019-12-26,3,0.0586304506135415,0.0131748354316428,0.143474428667617,2020-01-31,1,31,0.0936784108774846,0,0.046583504402364,50.7,2019-12-31,2019-12-26,3,85,9,0.0540828093730374,0.00549720304149628,0.167582992989214,-0.197573811904517,FALSE,0.00454764124050412,0.00454764124050412
"2020-Q1",2026-05-13,-3.24586191620465,1,0.196366270620557,44.2,2020-03-31,2020-03-26,3,0.686646367342603,0.31668036566936,0.927273792080904,2020-04-30,1,30,-3.8263313068439,0,0.196366270620557,44.2,2020-03-31,2020-03-26,3,86,9,0.871896225416012,0.533326393340864,0.992108540680781,0.580469390639249,TRUE,-0.185249858073409,0.185249858073409
"2020-Q2",2026-05-13,-11.118349956249,1,0.364817182414894,31.3333333333333,2020-06-30,2020-06-26,3,0.996431707813799,0.970004527841868,0.999999062077758,2020-07-31,1,31,-12.109411715062,1,0.364817182414894,31.3333333333333,2020-06-30,2020-06-26,3,87,9,0.997726157696355,0.985859523970776,0.999999951537591,0.991061758813061,FALSE,-0.00129444988255578,0.00129444988255578
"2020-Q3",2026-05-13,11.5443874576422,0,0.129628417262068,52.4,2020-09-30,2020-09-26,3,0.0254615643102333,0.0042982051757956,0.0685615911851886,2020-10-30,1,30,12.6660574461363,0,0.129628417262068,52.4,2020-09-30,2020-09-26,3,88,10,0.0231236148753622,0.00250727028696747,0.0729830524620498,-1.12166998849408,FALSE,0.00233794943487118,0.00233794943487118
"2020-Q4",2026-05-13,0.368425706605358,0,0.0714432832442825,48.1333333333333,2020-12-31,2020-12-26,3,0.207722606395119,0.0646820092155445,0.412465503647486,2021-02-02,1,33,-0.6975762600686,0,0.0714432832442825,48.1333333333333,2020-12-31,2020-12-26,3,89,10,0.193501046816075,0.0366401999677174,0.464926129813946,1.06600196667396,FALSE,0.0142215595790433,0.0142215595790433
"2021-Q1",2026-05-13,0.79500805191739,0,0.013114292003486,49.9333333333333,2021-03-31,2021-03-26,3,0.0872489215711999,0.0186451309225637,0.210023989580121,2021-04-30,1,30,-0.622965997487668,1,0.013114292003486,49.9333333333333,2021-03-31,2021-03-26,3,90,10,0.0611468859902801,0.00656137627601434,0.191263642654333,1.41797404940506,TRUE,0.0261020355809198,0.0261020355809198
"2021-Q2",2026-05-13,2.16055931954549,0,0.0103871337135271,56.8,2021-06-30,2021-06-26,3,0.00313662993642145,8.87440922981202e-05,0.0155333796749553,2021-07-30,1,30,2.02472249889989,0,0.0103871337135271,56.8,2021-06-30,2021-06-26,3,91,12,0.00184898309819235,2.07152902751158e-05,0.0104928046813358,0.135836820645596,FALSE,0.0012876468382291,0.0012876468382291
"2021-Q3",2026-05-13,1.75630263242683,0,0.0100009464953598,58.4666666666667,2021-09-30,2021-09-26,3,0.00156672683298582,2.05270752670791e-05,0.00928324265579478,2021-10-29,1,29,2.21131984239484,0,0.0100009464953598,58.4666666666667,2021-09-30,2021-09-26,3,92,12,0.0006267574497806,2.90206438219256e-06,0.003998012138158,-0.455017209968012,FALSE,0.000939969383205222,0.000939969383205222
"2021-Q4",2026-05-13,0.807341984242638,0,0.0455117277858434,54.3,2021-12-31,2021-12-26,3,0.00982922805070249,0.000788378186469227,0.0346904785905213,2022-01-31,1,31,0.294475667231042,0,0.0455117277858434,54.3,2021-12-31,2021-12-26,3,93,12,0.00752423598366405,0.000488602108497296,0.0304065279349162,0.512866317011595,FALSE,0.00230499206703844,0.00230499206703844
"2022-Q1",2026-05-13,0.748329111430546,0,0.171451493056781,54.2333333333333,2022-03-31,2022-03-26,3,0.0110844806707215,0.000863935771119648,0.0394870022304501,2022-04-29,1,29,0.189101044030071,0,0.171451493056781,54.2333333333333,2022-03-31,2022-03-26,3,94,12,0.00841539136793899,0.000396239998451376,0.0316876783758015,0.559228067400475,FALSE,0.00266908930278247,0.00266908930278247
"2022-Q2",2026-05-13,0.922864618445729,0,0.38421936859953,54.2,2022-06-30,2022-06-26,3,0.0155312357976411,0.000634094299387679,0.0678710410870575,2022-07-29,1,29,0.688445751946043,0,0.38421936859953,54.2,2022-06-30,2022-06-26,3,95,11,0.0114690111231812,0.000376253882348831,0.0570466850537489,0.234418866499686,FALSE,0.00406222467445989,0.00406222467445989
"2022-Q3",2026-05-13,0.454268552554571,0,0.422048667080799,48.9666666666667,2022-09-30,2022-09-26,3,0.169764675880918,0.0398619656721511,0.395633442937356,2022-10-31,1,31,0.183985314769308,0,0.422048667080799,48.9666666666667,2022-09-30,2022-09-26,3,96,11,0.254863922689017,0.0580978226508036,0.564216600099463,0.270283237785263,FALSE,-0.085099246808099,0.085099246808099
"2022-Q4",2026-05-13,-0.0576158086793566,0,0.483664635923476,48.1333333333333,2022-12-30,2022-12-26,3,0.252060529666722,0.0551312648847101,0.556470625945806,2023-01-31,1,31,0.118371541953111,0,0.483664635923476,48.1333333333333,2022-12-30,2022-12-26,3,97,11,0.353050438910668,0.0893196928863344,0.701625509679377,-0.175987350632467,FALSE,-0.100989909243946,0.100989909243946
"2023-Q1",2026-05-13,-0.0250432069406226,1,0.188023906861624,52,2023-03-31,2023-03-26,3,0.0321855228352243,0.00593645328328008,0.0831835429839576,2023-04-28,1,28,0.0842817863045298,0,0.188023906861624,52,2023-03-31,2023-03-26,3,98,10,0.0253634050315358,0.00243214771254618,0.071728824161139,-0.109324993245152,TRUE,0.00682211780368844,0.00682211780368844
